price,model_year,model,condition,cylinders,fuel,odometer,transmission,type,paint_color,is_4wd,date_posted,days_listed
8450,2010.0,ram 1500,good,8,gas,,automatic,truck,grey,,2018-10-13,47
32500,2017.0,chevrolet camaro,like new,8,gas,3800.0,automatic,coupe,blue,,2018-07-10,15
3950,,gmc acadia,good,6,gas,,automatic,SUV,,,2019-03-25,31
20000,2011.0,ford f150,like new,8,other,155000.0,automatic,truck,black,1.0,2018-12-30,38
15800,2010.0,chevrolet silverado,good,8,gas,130500.0,automatic,pickup,white,1.0,2018-05-09,56
4500,2007.0,ram 1500,excellent,6,gas,156341.0,automatic,truck,black,,2018-06-12,23
9799,2015.0,nissan altima,excellent,4,gas,56000.0,automatic,sedan,grey,,2018-08-08,36
34000,2017.0,toyota 4runner,excellent,6,gas,28000.0,automatic,SUV,red,1.0,2018-08-25,29
11200,,nissan altima,excellent,4,gas,36000.0,automatic,sedan,blue,,2018-08-26,79
6900,2012.0,ford expedition,excellent,8,gas,217860.0,automatic,SUV,silver,1.0,2019-04-13,23
6900,2004.0,chevrolet silverado 1500,excellent,8,gas,,automatic,truck,black,1.0,2018-05-15,49
7995,2014.0,dodge charger,excellent,6,gas,108721.0,automatic,sedan,grey,,2018-06-30,17
3995,2010.0,toyota prius,excellent,4,hybrid,,automatic,sedan,brown,,2018-05-03,77
4500,2015.0,nissan versa,excellent,,gas,110345.0,automatic,sedan,silver,,2019-04-19,50
23995,2011.0,ram 3500,excellent,,diesel,150388.0,other,truck,white,1.0,2018-06-14,17
20995,2010.0,ford f-350 sd,excellent,8,diesel,141478.0,automatic,truck,black,1.0,2019-01-24,41
34995,2014.0,ford f-250 sd,excellent,8,diesel,95242.0,automatic,truck,white,1.0,2019-02-25,60
26995,2014.0,jeep wrangler,excellent,6,gas,73522.0,automatic,SUV,grey,1.0,2018-12-16,53
36995,2012.0,ford f-250 sd,excellent,8,diesel,,automatic,truck,,1.0,2018-08-02,23
33995,2016.0,ford f-150,excellent,6,gas,84939.0,automatic,truck,white,1.0,2018-06-26,65
27995,,chevrolet silverado 2500hd,excellent,8,diesel,,automatic,truck,white,1.0,2018-05-21,21
6250,2011.0,nissan rogue,excellent,4,gas,180879.0,automatic,SUV,black,,2019-04-05,9
13500,2016.0,nissan altima,excellent,6,gas,,automatic,sedan,custom,,2019-02-01,10
4900,2007.0,toyota prius,good,4,hybrid,119000.0,automatic,hatchback,silver,,2018-11-08,16
12495,2013.0,honda cr-v,excellent,4,gas,0.0,automatic,wagon,grey,,2018-09-21,27
9995,2013.0,nissan maxima,excellent,,gas,,automatic,sedan,grey,,2018-05-15,18
8999,2015.0,nissan altima,excellent,4,gas,136930.0,automatic,sedan,black,,2018-09-15,24
4995,2001.0,ford expedition,excellent,,gas,,automatic,SUV,,1.0,2018-05-12,33
4600,2007.0,toyota prius,good,,hybrid,174000.0,automatic,hatchback,grey,,2018-12-17,18
4000,2002.0,volkswagen jetta,good,4,gas,161000.0,manual,sedan,,,2019-02-20,45
3800,2001.0,honda civic,excellent,4,gas,162173.0,automatic,sedan,blue,,2018-05-13,8
4998,1992.0,ford f150,good,8,gas,229425.0,automatic,pickup,,1.0,2019-01-13,39
3999,,honda accord,good,6,gas,,automatic,SUV,silver,,2018-10-11,27
6999,2008.0,toyota highlander,good,6,gas,,automatic,SUV,,1.0,2018-08-16,15
2995,2004.0,jeep grand cherokee,good,6,gas,130156.0,automatic,SUV,red,1.0,2019-03-18,17
7450,,hyundai elantra,excellent,4,gas,121493.0,automatic,hatchback,silver,,2018-12-01,32
1400,2005.0,chevrolet impala,good,6,gas,,automatic,sedan,grey,,2018-07-19,21
4000,2006.0,honda civic,good,,gas,160000.0,automatic,coupe,silver,,2018-08-23,80
26000,2014.0,ram 1500,excellent,8,gas,,automatic,pickup,black,1.0,2018-10-11,60
1300,2010.0,nissan rogue,good,4,gas,143224.0,automatic,SUV,grey,1.0,2018-06-13,10
5999,2009.0,hyundai santa fe,good,6,gas,146327.0,automatic,SUV,,1.0,2019-01-24,58
25900,2013.0,dodge grand caravan,excellent,6,gas,41100.0,automatic,mini-van,red,,2018-06-23,19
26000,2006.0,gmc sierra 2500hd,excellent,8,diesel,128353.0,automatic,truck,silver,1.0,2018-08-30,9
5999,2006.0,acura tl,good,6,gas,162790.0,automatic,sedan,black,,2018-12-13,36
2000,2014.0,toyota sienna,good,6,gas,139768.0,automatic,van,red,,2018-07-17,25
1100,2004.0,nissan altima,good,4,gas,145000.0,automatic,sedan,grey,,2019-04-18,82
1500,2012.0,honda accord,excellent,4,gas,120924.0,automatic,sedan,grey,,2019-04-12,52
2000,1997.0,toyota 4runner,good,6,gas,,automatic,SUV,white,1.0,2018-06-12,10
1800,,honda cr-v,like new,4,gas,132336.0,automatic,SUV,brown,,2019-02-15,84
8995,2012.0,honda odyssey,good,6,gas,123000.0,automatic,mini-van,silver,,2018-11-01,90
5900,2010.0,toyota camry le,excellent,4,gas,153000.0,automatic,sedan,silver,,2019-03-07,20
22900,2018.0,nissan frontier crew cab sv,good,6,gas,24402.0,other,pickup,blue,1.0,2018-12-04,32
800,1997.0,ford f-150,salvage,,gas,,manual,pickup,white,1.0,2018-05-05,64
5995,2009.0,toyota camry,excellent,4,gas,130000.0,automatic,sedan,,,2018-05-23,33
3750,2007.0,toyota camry,good,4,gas,,automatic,sedan,silver,,2018-05-21,161
5500,1995.0,ford f250,good,8,diesel,163475.0,automatic,pickup,green,1.0,2018-06-18,25
4600,1997.0,ford f-250,excellent,8,gas,119000.0,automatic,pickup,red,1.0,2019-01-05,22
2100,1994.0,ford f-250,good,,gas,132600.0,automatic,pickup,blue,,2018-09-02,29
4000,2000.0,toyota tacoma,good,4,gas,240000.0,manual,pickup,green,1.0,2019-01-28,56
27800,2016.0,ford f150 supercrew cab xlt,good,6,gas,47570.0,other,pickup,white,1.0,2019-04-07,13
11995,2002.0,jeep wrangler,excellent,6,gas,86000.0,manual,SUV,red,1.0,2018-09-10,17
6995,2005.0,subaru outback,excellent,4,gas,113000.0,automatic,wagon,green,1.0,2018-09-19,59
13995,2004.0,jeep wrangler,excellent,6,gas,75000.0,manual,SUV,silver,1.0,2018-09-19,61
7250,2010.0,dodge grand caravan,excellent,6,gas,,automatic,mini-van,black,,2018-05-08,11
13750,2012.0,toyota camry,excellent,4,gas,40000.0,automatic,sedan,silver,,2018-07-22,20
10200,,toyota corolla,excellent,4,gas,49300.0,automatic,sedan,black,,2019-03-22,22
8500,,nissan maxima,excellent,6,gas,63000.0,automatic,sedan,grey,,2019-03-17,28
6500,2001.0,ford f350,fair,8,diesel,215.0,automatic,truck,black,,2018-06-12,18
5495,2008.0,acura tl,excellent,6,gas,118954.0,automatic,sedan,,,2018-08-02,35
6495,2009.0,toyota rav4,good,4,gas,,automatic,SUV,red,1.0,2019-03-31,79
30999,2017.0,toyota tacoma,like new,6,gas,22500.0,automatic,pickup,grey,1.0,2018-10-23,51
4850,2010.0,honda civic,excellent,,gas,106000.0,automatic,coupe,black,,2018-11-26,27
2000,2002.0,honda civic,good,4,gas,91000.0,automatic,coupe,custom,,2018-05-15,76
15977,2014.0,chrysler 300,good,6,gas,64677.0,automatic,sedan,white,,2018-05-03,47
6000,2004.0,ford f-150,excellent,8,gas,185125.0,automatic,pickup,grey,1.0,2019-04-15,6
6500,2012.0,jeep liberty,good,6,gas,122000.0,automatic,SUV,blue,,2018-05-16,42
11500,2014.0,kia sorento,good,4,gas,102578.0,automatic,SUV,black,,2019-03-15,92
14999,2014.0,toyota tundra,excellent,8,gas,127000.0,automatic,pickup,grey,1.0,2019-01-16,55
2650,2006.0,jeep grand cherokee laredo,fair,8,gas,,automatic,SUV,,1.0,2018-11-05,18
8495,2013.0,hyundai sonata,excellent,,gas,107979.0,automatic,sedan,silver,,2018-08-09,32
4900,2005.0,jeep grand cherokee,good,8,gas,145850.0,automatic,SUV,silver,1.0,2018-05-20,17
4300,2007.0,nissan versa,good,4,gas,118600.0,automatic,hatchback,,,2018-05-13,51
10995,2013.0,ford f250 super duty,good,8,gas,224848.0,automatic,pickup,,1.0,2019-03-11,1
5900,2006.0,toyota tacoma,excellent,4,gas,203142.0,automatic,pickup,blue,,2018-07-07,46
16900,2015.0,honda pilot,like new,6,gas,51843.0,automatic,SUV,white,1.0,2018-11-18,20
2000,,kia sorento,fair,6,gas,212961.0,automatic,SUV,silver,1.0,2018-06-02,26
19700,2015.0,buick enclave,excellent,,gas,54600.0,automatic,SUV,black,1.0,2018-12-13,19
3200,2000.0,jeep grand cherokee,good,8,gas,126000.0,automatic,SUV,black,,2019-01-21,66
6500,2010.0,nissan maxima,good,6,gas,145941.0,automatic,sedan,black,,2018-05-01,35
3400,2002.0,jeep liberty,good,6,gas,138000.0,automatic,SUV,silver,1.0,2019-02-19,8
5995,2015.0,hyundai elantra,good,4,gas,141201.0,automatic,sedan,grey,,2018-10-31,9
12955,2017.0,hyundai elantra,good,4,gas,,automatic,sedan,custom,,2018-12-13,62
8950,,ford fusion,good,4,gas,90770.0,automatic,sedan,black,,2019-02-24,34
15990,2015.0,chevrolet silverado 1500,good,8,gas,73681.0,automatic,truck,red,,2018-05-29,44
5995,2006.0,honda odyssey,good,6,gas,179446.0,automatic,van,grey,,2018-06-27,55
2500,2004.0,acura tl,fair,6,gas,206000.0,automatic,sedan,black,,2018-09-22,59
3000,2008.0,ford focus se,good,4,gas,141000.0,automatic,sedan,,,2019-03-29,26
16997,2016.0,chevrolet silverado 1500,like new,8,gas,,automatic,pickup,silver,1.0,2019-02-14,9
9995,2012.0,nissan altima,excellent,6,gas,93608.0,other,coupe,blue,,2019-03-22,47
19500,2014.0,chevrolet silverado 1500,excellent,8,gas,,automatic,truck,custom,1.0,2019-03-26,60
13500,2016.0,nissan altima,excellent,6,gas,89736.0,automatic,sedan,custom,,2019-03-19,32
6995,2007.0,toyota sienna,excellent,6,gas,131560.0,automatic,wagon,custom,,2018-07-21,44
9995,2013.0,nissan maxima,excellent,6,gas,114832.0,automatic,sedan,grey,,2018-12-15,10
9500,2010.0,jeep grand cherokee,excellent,,gas,121703.0,automatic,wagon,,,2018-06-30,102
9000,2013.0,honda civic lx,excellent,4,gas,87000.0,automatic,sedan,,,2019-03-15,43
6995,2011.0,honda cr-v,excellent,,gas,145053.0,automatic,wagon,,,2018-05-02,34
10500,2016.0,toyota corolla,like new,,gas,153000.0,automatic,sedan,green,,2019-03-23,9
9995,2015.0,chrysler 200,excellent,4,gas,104336.0,automatic,sedan,white,,2018-05-21,46
19900,2013.0,ford f-150,good,8,gas,150000.0,automatic,truck,,1.0,2018-09-15,12
3999,2012.0,nissan altima,like new,4,gas,18000.0,automatic,sedan,red,,2018-09-11,37
12500,2008.0,chevrolet silverado,excellent,8,gas,212000.0,automatic,truck,,1.0,2018-12-12,77
4995,2005.0,chevrolet colorado,like new,5,gas,149000.0,automatic,pickup,blue,,2018-08-29,42
30999,2017.0,dodge charger,excellent,8,gas,20775.0,automatic,sedan,yellow,,2019-03-19,44
6995,2010.0,nissan maxima,good,,gas,137035.0,automatic,sedan,black,,2018-10-01,52
13700,2017.0,honda civic,like new,4,gas,31163.0,automatic,sedan,,,2019-03-16,12
4995,2015.0,nissan versa,good,4,gas,102097.0,automatic,sedan,grey,,2018-05-18,15
5995,2014.0,ford focus se,excellent,4,gas,,automatic,sedan,black,,2019-01-13,25
5995,,toyota corolla,excellent,4,gas,139802.0,automatic,sedan,silver,,2018-06-26,51
6495,2007.0,subaru forester,excellent,4,gas,109345.0,automatic,wagon,silver,1.0,2019-02-10,43
6995,2010.0,ford f-150,good,8,gas,120865.0,automatic,truck,white,,2018-10-19,8
5995,2013.0,hyundai sonata,good,4,gas,129967.0,automatic,sedan,blue,,2018-06-11,46
5900,2012.0,ford escape,excellent,4,gas,98000.0,automatic,SUV,grey,,2019-01-17,61
2700,2011.0,nissan versa,good,4,gas,79000.0,automatic,sedan,black,,2018-07-22,55
7900,2008.0,ford f-150,excellent,8,gas,286375.0,automatic,pickup,white,1.0,2018-09-24,4
6500,2007.0,chevrolet colorado,like new,5,gas,83000.0,automatic,pickup,yellow,,2018-05-22,27
5975,2007.0,ford explorer,excellent,6,gas,113000.0,automatic,SUV,,,2019-03-13,7
3000,,chevrolet silverado 2500hd,fair,,gas,189000.0,automatic,truck,white,1.0,2019-04-07,34
4500,2007.0,toyota prius,good,4,hybrid,138300.0,automatic,sedan,silver,,2018-07-30,4
3900,2006.0,honda civic,excellent,4,gas,134000.0,automatic,sedan,blue,,2018-12-13,49
8950,2015.0,ford fusion,good,4,gas,,automatic,sedan,black,,2019-01-06,115
13500,2016.0,toyota camry,good,4,gas,60035.0,automatic,sedan,custom,,2018-10-20,24
32000,2018.0,ford mustang,like new,8,gas,4500.0,manual,coupe,grey,,2018-12-03,26
5995,,toyota camry,good,4,gas,174580.0,automatic,sedan,,,2019-02-13,18
31400,2016.0,chevrolet silverado 1500 crew,good,8,gas,15070.0,automatic,pickup,black,1.0,2018-05-24,34
5500,2007.0,bmw x5,like new,6,gas,137000.0,automatic,SUV,grey,1.0,2019-03-27,18
4800,2000.0,ford mustang,good,8,gas,130000.0,automatic,coupe,silver,,2018-12-19,37
4400,2009.0,nissan altima,excellent,4,gas,,automatic,sedan,silver,,2019-03-07,61
5000,2010.0,kia soul,good,4,gas,99000.0,automatic,hatchback,green,,2018-06-14,36
1250,1995.0,ram 1500,fair,8,gas,,automatic,truck,purple,1.0,2018-11-26,50
4500,,nissan sentra,good,4,gas,133000.0,automatic,sedan,blue,,2018-06-20,23
4999,2009.0,dodge charger,good,6,gas,125000.0,automatic,sedan,grey,,2018-12-09,18
5200,2005.0,jeep grand cherokee laredo,excellent,6,gas,121110.0,automatic,SUV,blue,,2019-02-16,31
26999,2015.0,ram 1500,like new,8,gas,711.0,automatic,pickup,,1.0,2019-02-03,33
13995,2012.0,ford f250 super duty,like new,8,gas,61172.0,automatic,pickup,white,,2018-11-13,22
7000,2002.0,ford f350 super duty,excellent,8,diesel,227000.0,automatic,pickup,white,,2018-12-12,37
14000,2009.0,ram 1500,good,8,gas,113000.0,automatic,truck,black,1.0,2018-08-25,33
14500,2016.0,honda cr-v,like new,4,gas,52388.0,automatic,SUV,silver,1.0,2019-03-13,54
21900,2012.0,jeep wrangler,excellent,6,gas,110265.0,automatic,SUV,silver,1.0,2019-01-25,41
20200,2017.0,toyota tacoma,excellent,4,gas,66000.0,automatic,pickup,silver,,2018-07-22,21
19500,2015.0,ford f-150,good,6,gas,105000.0,automatic,pickup,white,1.0,2019-04-09,37
15300,1999.0,ram 2500,excellent,6,diesel,,automatic,truck,white,1.0,2018-12-23,84
4995,2014.0,nissan versa,good,4,gas,93492.0,automatic,sedan,silver,,2019-03-15,91
16788,2017.0,toyota camry,good,4,gas,45620.0,automatic,sedan,,,2018-09-12,85
4900,,gmc sierra 1500,good,,gas,324000.0,automatic,truck,silver,1.0,2019-04-11,53
5600,2011.0,nissan altima,like new,4,gas,,automatic,sedan,blue,,2018-08-26,52
10985,2016.0,nissan sentra,good,4,gas,71074.0,automatic,sedan,,,2019-01-04,12
7995,2011.0,chevrolet impala,good,6,gas,148810.0,automatic,sedan,white,,2018-07-25,33
8995,2014.0,chrysler town & country,excellent,6,gas,,automatic,mini-van,red,,2019-01-20,50
15000,2006.0,ram 2500,good,6,diesel,275000.0,automatic,truck,grey,1.0,2018-11-26,63
2650,2007.0,dodge grand caravan,good,6,gas,245000.0,automatic,mini-van,white,,2018-11-03,21
8500,2008.0,ram 1500,excellent,8,gas,157456.0,automatic,pickup,white,,2018-08-13,44
14500,2007.0,toyota tundra,good,8,gas,,automatic,truck,,1.0,2019-01-17,32
15500,2005.0,ram 3500,good,6,diesel,258000.0,automatic,truck,silver,,2019-03-05,18
10995,2010.0,toyota camry,good,10,gas,121089.0,automatic,sedan,grey,,2018-06-04,36
15500,1999.0,ford f250 super duty,excellent,8,diesel,,automatic,pickup,black,1.0,2018-08-09,15
8995,2008.0,ford edge,good,6,gas,154343.0,automatic,SUV,black,,2018-12-18,32
9995,2008.0,chevrolet impala,good,6,gas,123951.0,automatic,sedan,custom,,2018-12-05,92
4299,2012.0,ford focus se,like new,4,gas,106000.0,automatic,hatchback,black,,2018-12-20,47
9995,2012.0,ford focus,good,10,gas,107722.0,other,sedan,grey,,2018-09-05,9
10995,2016.0,honda civic lx,excellent,4,gas,39051.0,automatic,sedan,grey,,2018-05-21,18
30300,2017.0,ford f150 supercrew cab xlt,good,6,gas,30339.0,automatic,pickup,brown,1.0,2018-11-28,48
10995,2014.0,chevrolet cruze,good,10,gas,114867.0,automatic,sedan,red,,2018-09-22,24
15495,2010.0,gmc sierra 1500,good,,gas,,automatic,truck,white,1.0,2019-03-03,65
21900,,nissan frontier crew cab sv,good,6,gas,27576.0,other,pickup,white,1.0,2018-10-29,19
13995,2014.0,chevrolet silverado 1500,good,10,gas,,automatic,truck,white,,2019-02-18,29
11995,2016.0,ford escape,good,4,gas,119507.0,automatic,SUV,white,,2019-01-22,57
13995,,ford f-150,good,8,gas,116265.0,automatic,truck,,,2018-07-07,43
10995,2009.0,chevrolet colorado,good,,gas,103950.0,other,truck,,,2018-10-18,20
2800,2001.0,toyota corolla,excellent,4,gas,168000.0,automatic,sedan,brown,,2019-01-16,93
4995,2004.0,ford ranger,excellent,6,gas,,manual,pickup,blue,,2019-02-17,8
6600,2014.0,volkswagen jetta,excellent,4,gas,128000.0,automatic,sedan,brown,,2018-10-30,18
10700,2015.0,honda civic,excellent,4,gas,56000.0,automatic,sedan,grey,,2018-07-26,24
34900,2015.0,gmc sierra 2500hd,excellent,8,diesel,100000.0,automatic,truck,red,1.0,2019-03-15,26
6100,2013.0,chevrolet malibu,excellent,4,gas,133585.0,automatic,sedan,silver,,2019-01-28,34
9500,,gmc sierra,excellent,8,gas,106303.0,automatic,truck,white,1.0,2018-12-27,43
4495,2001.0,ford f-150,excellent,8,gas,179155.0,automatic,truck,white,,2018-12-08,42
5995,2007.0,honda odyssey,good,6,gas,,automatic,mini-van,grey,,2019-02-19,11
6495,2005.0,ford f-150,excellent,8,gas,194070.0,automatic,truck,green,1.0,2018-07-28,19
7875,2010.0,toyota prius,excellent,4,hybrid,114050.0,automatic,hatchback,silver,,2018-08-27,6
12000,1977.0,ford f-150,fair,8,gas,,automatic,truck,brown,,2018-11-07,32
4490,2008.0,ford focus,excellent,4,gas,97305.0,automatic,sedan,,,2018-09-18,20
2995,1997.0,dodge grand caravan,good,6,gas,164000.0,automatic,mini-van,blue,,2018-11-03,27
12950,2011.0,ford f-150,excellent,8,gas,149014.0,automatic,truck,silver,1.0,2019-04-12,13
4499,2012.0,chevrolet malibu,excellent,4,gas,112995.0,automatic,sedan,silver,,2019-03-31,104
5500,2005.0,jeep grand cherokee laredo,excellent,6,gas,119165.0,automatic,SUV,silver,,2018-07-14,8
7995,,nissan sentra,excellent,4,gas,45786.0,automatic,sedan,,,2018-05-12,20
7800,2014.0,ford focus,like new,4,gas,55000.0,automatic,hatchback,,,2019-01-23,35
9900,2003.0,jeep wrangler,excellent,6,gas,156000.0,automatic,SUV,,1.0,2018-10-04,60
26900,2014.0,ram 2500,excellent,8,gas,65000.0,automatic,pickup,black,1.0,2019-04-06,12
9000,2001.0,ford f250 super duty,good,8,diesel,247000.0,automatic,truck,red,1.0,2018-09-07,36
10500,2010.0,chevrolet tahoe,good,8,gas,209331.0,automatic,SUV,red,,2018-09-30,45
6000,1996.0,jeep cherokee,excellent,6,gas,127000.0,automatic,SUV,,1.0,2018-09-14,100
23000,2015.0,chevrolet silverado,excellent,6,gas,108000.0,automatic,pickup,,1.0,2019-01-12,27
14900,2011.0,gmc sierra 1500,like new,8,gas,180000.0,automatic,truck,white,1.0,2019-01-26,24
24100,2013.0,chevrolet silverado 1500 crew,good,8,gas,55315.0,other,pickup,white,1.0,2018-12-03,52
21400,,ford f150 supercrew cab xlt,good,6,gas,,other,pickup,black,1.0,2018-10-28,10
24900,2007.0,ram 2500,excellent,6,diesel,,manual,truck,grey,1.0,2019-01-03,53
9500,2009.0,gmc sierra,excellent,8,gas,,automatic,pickup,blue,,2018-06-25,26
19999,2017.0,chrysler 300,like new,6,gas,48453.0,automatic,sedan,red,,2018-08-29,17
13995,2011.0,chevrolet tahoe,excellent,8,other,95100.0,automatic,SUV,black,1.0,2019-01-04,21
11995,2005.0,chevrolet silverado 2500hd,good,8,diesel,219645.0,automatic,pickup,,1.0,2018-09-29,33
3500,2010.0,dodge grand caravan,excellent,6,gas,129448.0,automatic,mini-van,,,2019-01-30,13
4300,2007.0,honda odyssey,excellent,6,gas,159500.0,automatic,mini-van,silver,,2018-09-21,4
3955,2008.0,nissan altima,excellent,4,gas,211000.0,automatic,sedan,red,,2018-11-22,67
1600,2008.0,chrysler 300,good,,gas,,automatic,sedan,red,,2018-05-04,53
5500,,subaru impreza,excellent,4,gas,132000.0,manual,sedan,,1.0,2018-08-30,23
4950,2007.0,acura tl,good,6,gas,127000.0,automatic,SUV,grey,,2018-06-15,47
2500,2007.0,ford escape,good,6,gas,161900.0,automatic,SUV,brown,1.0,2018-07-26,55
12950,2011.0,ford f-150,excellent,8,gas,149014.0,automatic,truck,silver,1.0,2019-03-12,57
3995,2012.0,chevrolet impala,excellent,6,gas,,automatic,sedan,white,,2018-08-20,47
24000,2018.0,ford f250 super duty,excellent,8,gas,68500.0,automatic,pickup,white,1.0,2018-11-10,34
19900,2012.0,toyota tacoma,excellent,6,gas,133500.0,automatic,pickup,grey,,2019-03-19,30
5300,2008.0,honda civic,excellent,4,gas,64000.0,automatic,coupe,brown,,2018-07-15,11
5500,2013.0,volkswagen jetta,excellent,4,gas,,automatic,sedan,silver,,2019-03-03,22
17995,2010.0,chevrolet silverado 2500hd,excellent,8,gas,39000.0,automatic,truck,silver,1.0,2018-10-25,111
5997,2011.0,ford ranger,good,,gas,,automatic,pickup,white,,2019-02-26,24
9290,2010.0,acura tl,excellent,6,gas,108113.0,automatic,sedan,silver,,2018-10-03,114
2890,2002.0,honda odyssey,excellent,,gas,196955.0,automatic,mini-van,grey,,2018-05-21,36
8950,,ford f150 supercrew cab xlt,good,8,gas,193000.0,automatic,truck,white,1.0,2018-08-25,24
5390,2002.0,honda accord,excellent,,gas,50417.0,automatic,sedan,silver,,2018-10-08,48
9390,2011.0,jeep grand cherokee,excellent,6,gas,126631.0,automatic,SUV,black,1.0,2018-05-22,16
5490,2007.0,honda accord,excellent,6,gas,129282.0,automatic,sedan,,,2018-06-12,8
3900,2006.0,honda civic,excellent,4,gas,134000.0,automatic,sedan,blue,,2018-07-20,79
11997,2016.0,honda civic lx,like new,4,gas,,automatic,sedan,black,,2018-10-29,63
23000,2011.0,ford f350 super duty,excellent,8,diesel,129000.0,automatic,pickup,silver,1.0,2019-02-27,120
9900,2011.0,honda pilot,like new,,gas,80000.0,automatic,SUV,white,1.0,2019-01-26,29
2195,2014.0,chevrolet suburban,excellent,8,gas,,automatic,SUV,black,,2018-09-04,29
4000,2001.0,toyota tacoma,good,6,gas,312000.0,automatic,pickup,,,2018-09-21,5
2295,2015.0,chevrolet traverse,excellent,6,gas,93208.0,automatic,SUV,,1.0,2019-02-20,36
5995,2017.0,chevrolet suburban,excellent,8,gas,121554.0,automatic,SUV,silver,,2018-06-07,13
1000,2009.0,hyundai santa fe,like new,6,gas,113020.0,automatic,SUV,grey,,2018-11-12,24
2195,2014.0,buick enclave,excellent,6,gas,109004.0,automatic,SUV,black,1.0,2018-11-23,29
16800,2014.0,chevrolet equinox,like new,4,gas,97032.0,automatic,SUV,black,,2018-07-01,54
15800,2008.0,toyota highlander,excellent,6,gas,131563.0,automatic,SUV,,,2019-02-15,73
9500,2011.0,ford f-250 super duty,excellent,8,gas,,automatic,truck,white,,2018-12-04,58
5500,,chevrolet silverado 1500,excellent,6,gas,110000.0,automatic,truck,white,,2018-11-16,27
17999,,honda pilot,good,6,gas,,automatic,SUV,black,1.0,2019-02-20,26
24995,2016.0,toyota tacoma,good,6,gas,75938.0,automatic,truck,white,1.0,2018-07-20,24
4500,2007.0,ford mustang,excellent,6,gas,113074.0,automatic,coupe,red,,2018-09-11,97
5500,2007.0,dodge charger,excellent,,gas,117737.0,automatic,sedan,black,,2018-06-28,28
37995,2015.0,chevrolet silverado 2500hd,good,8,gas,,automatic,truck,white,1.0,2018-07-25,32
8500,2015.0,volkswagen jetta,good,,gas,97755.0,automatic,sedan,silver,,2018-08-18,18
6600,2008.0,dodge charger,excellent,,gas,86118.0,automatic,sedan,white,,2018-11-20,47
9999,2006.0,toyota tacoma,good,6,gas,,automatic,truck,black,1.0,2018-08-12,44
5997,2009.0,subaru impreza,excellent,4,gas,98388.0,automatic,coupe,black,,2018-12-30,30
23000,2015.0,ram 1500,like new,6,diesel,,automatic,pickup,black,,2018-07-06,32
3950,2010.0,hyundai sonata,good,4,gas,175000.0,automatic,sedan,white,,2018-07-21,10
3800,,nissan altima,salvage,4,gas,108000.0,automatic,sedan,red,,2018-08-26,36
7450,2005.0,chevrolet silverado 1500,excellent,8,gas,156000.0,automatic,truck,green,,2018-07-05,13
7990,2006.0,ford ranger,good,6,gas,82154.0,automatic,truck,silver,1.0,2018-10-03,5
19950,2017.0,toyota rav4,excellent,4,gas,54312.0,automatic,SUV,white,,2018-08-11,26
17950,2017.0,ford mustang,excellent,4,gas,79987.0,automatic,coupe,red,,2018-10-28,32
1877,2012.0,ford expedition,excellent,,gas,125311.0,automatic,SUV,white,1.0,2018-09-30,19
1477,2008.0,ram 1500,excellent,,gas,106892.0,automatic,truck,blue,,2019-02-13,16
1877,2011.0,chevrolet silverado 1500,excellent,8,gas,,automatic,truck,grey,,2019-03-27,29
1873,2015.0,jeep grand cherokee,excellent,6,gas,,automatic,SUV,white,,2019-03-17,15
11995,2013.0,kia sorento,excellent,6,gas,72400.0,automatic,SUV,silver,,2018-07-26,12
12995,2011.0,toyota sienna,excellent,6,gas,113658.0,automatic,mini-van,white,,2018-10-16,98
3995,2003.0,dodge dakota,good,6,gas,171000.0,automatic,pickup,grey,,2019-01-29,71
2695,2007.0,ford focus,good,4,gas,167000.0,automatic,sedan,red,,2018-10-14,13
18000,2011.0,ram 1500,excellent,8,gas,119000.0,automatic,truck,white,,2019-02-24,78
29950,2017.0,chevrolet silverado 1500,excellent,8,gas,55963.0,automatic,pickup,black,,2019-04-12,6
10999,2008.0,toyota tacoma,good,6,gas,191507.0,automatic,truck,blue,1.0,2018-05-11,44
8995,2010.0,nissan frontier,good,6,gas,,manual,truck,grey,1.0,2018-06-27,71
11495,2012.0,jeep grand cherokee,good,6,gas,121266.0,automatic,SUV,custom,1.0,2018-09-07,20
3995,2003.0,subaru outback,good,6,gas,180100.0,automatic,wagon,custom,1.0,2018-07-15,35
5995,2012.0,chevrolet cruze,good,4,gas,128652.0,automatic,sedan,white,,2019-02-04,68
7495,2011.0,toyota rav4,good,4,gas,169972.0,automatic,SUV,white,1.0,2018-10-16,30
8995,2011.0,chevrolet equinox,good,4,gas,,automatic,SUV,custom,,2018-07-08,11
5255,2011.0,subaru outback,good,,gas,186850.0,automatic,wagon,white,1.0,2018-10-21,77
10000,2007.0,toyota tacoma,excellent,,gas,45000.0,automatic,truck,silver,,2018-06-29,51
2800,2000.0,ford expedition,good,8,gas,122000.0,automatic,SUV,,1.0,2018-11-20,6
5750,2008.0,honda accord,good,6,gas,142700.0,automatic,sedan,silver,,2018-09-19,51
3850,2013.0,chevrolet cruze,excellent,4,gas,107.0,automatic,sedan,brown,1.0,2018-07-29,33
1800,2002.0,honda accord,excellent,6,gas,161000.0,automatic,coupe,silver,,2018-06-27,58
3750,2003.0,acura tl,excellent,6,gas,213000.0,automatic,sedan,yellow,,2019-01-02,23
